DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2018,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2019,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2020,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2021,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2022,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2023,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,F,ES,2024,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1975,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1976,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1977,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1978,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1979,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1980,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1981,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1982,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1983,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1984,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1985,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1986,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1987,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1988,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1989,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1990,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1991,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1992,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1993,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1994,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1995,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1996,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1997,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1998,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,1999,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2000,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2001,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2002,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2003,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2004,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2005,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2006,0,,
ESTAT:DEMO_PJAN(1.0),04/12/25 23:00:00,A,NR,UNK,M,ES,2007,0,,
